variedad;codigo;planta_bulk;fecha ciclado;Ciclado;fecha vidrio;SSR;1;2;3;4;5;20;6;7;8;24;21;22;23;9;10;11;12;13;14
NA 96-2929;113;P2;22/01/24;;23/01/24;NKS38;1;1;0;1;0;0;0;0;0;;;;;;;;;;
NA 89-1090;114;P2;22/01/24;;23/01/24;NKS38;0;1;1;0;1;0;0;0;1;;;;;;;;;;
NA 90-1001;115;P2;22/01/24;;23/01/24;NKS38;0;1;0;1;1;0;0;0;0;;;;;;;;;;
NA 98-597;116;P2;22/01/24;;23/01/24;NKS38;1;1;0;0;1;0;0;0;1;;;;;;;;;;
NA 02-2320;117;P2;22/01/24;;23/01/24;NKS38;0;1;1;1;1;0;0;0;1;;;;;;;;;;
NA 03-3300;118;P2;22/01/24;;23/01/24;NKS38;0;1;0;1;0;0;0;0;1;;;;;;;;;;
NA 04-1613;119;P2;22/01/24;;23/01/24;NKS38;0;1;0;1;0;0;0;0;1;;;;;;;;;;
NA 05-860;120;P2;22/01/24;;23/01/24;NKS38;0;1;0;1;1;1;0;0;1;;;;;;;;;;
NA 05-860;120;B2;28/06/24;;01/07/24;NKS38;0;1;0;1;1;1;0;0;1;;;;;;;;;;
NA 05-860;120;B1;28/06/24;;01/07/24;NKS38;0;1;0;1;1;1;0;0;1;;;;;;;;;;
NA 05-860;120;A1;28/06/24;;01/07/24;NKS38;0;1;0;1;1;1;0;0;1;;;;;;;;;;
R570;126;A1;28/06/24;;01/07/24;NKS38;1;1;0;0;1;0;0;0;1;;;;;;;;;;
R570;126;A2;28/06/24;;01/07/24;NKS38;1;1;0;0;1;0;0;0;1;;;;;;;;;;
R570;126;P14.2;28/06/24;;01/07/24;NKS38;1;1;0;0;1;0;0;0;1;;;;;;;;;;
R570;126;P6.5;28/06/24;;01/07/24;NKS38;1;1;0;0;1;0;0;0;1;;;;;;;;;;
NA 12-166;111;B1;30/04/24;;06/05/24;NKS38;1;1;1;0;1;0;1;0;0;;;;;;;;;;
NA 96-2929;113;B1;30/04/24;;06/05/24;NKS38;1;1;0;1;0;0;0;0;0;;;;;;;;;;
NA 04-1613;119;B1;30/04/24;;06/05/24;NKS38;0;1;0;1;0;0;0;0;1;;;;;;;;;;
NA 05-860;120;B1;30/04/24;;06/05/24;NKS38;0;1;0;1;1;1;0;0;1;;;;;;;;;;
